Câu văn thực tế,Nhãn thực tế,Nhãn dự đoán
"khi bạn cố_gắng kéo_lại với người ta và họ chụp màn_hình gửi cho mọi người , còn đem đi kể nữa chứ",Disgust,Other
"tui thi ́ ch va_̉ i lă ́ mày ma ̀ ăn_nhỉ ̀_u no ́ người lă ́_mày mọi người anh ̣ , bi_̣ lơ_̉_miê ̣ người",Sadness,Disgust
dume đọc bình_luận bực_giùm chủ thớt :))),Anger,Enjoyment
haizzzz đó là 1 câu_chuyện khá bùn,Sadness,Other
bọn trẻ trung_quốc thời nay ăn gì mà cao_thế nhỉ,Surprise,Disgust
chờ mãi đéo thấy làm gì chán,Anger,Disgust
tao có hiểu đéo gì đau,Sadness,Other
"có những con_người luôn phải chịu đắng_cay , cta không được chọn gia_đình , bạn_bè và càng không có quyền lựa_chọn cuộc_sống này . hãy vui lên với tất_cả những gì ta đang có dù là hai_bàn_tay_trắng",Sadness,Disgust
k bă ̀ người 1 con cho ́ anh =))))),Disgust,Enjoyment
con đường này chắc dành cho mấy người như tôi,Enjoyment,Other
em chờ được mà 🙂,Enjoyment,Other
đôi mắt đằm_thắm vãi,Surprise,Enjoyment
per năm nay 2 đứa quyết_định ngồi hay đứng kkk,Enjoyment,Other
"còn những người bình_thường rất dữ , thật_ra họ hiền lắm , nội_tâm lắm",Other,Enjoyment
móng của bố tao . hồi trước và bây_giờ đã cắt vì lý_do . sức khỏe .,Sadness,Enjoyment
sao mày không nghĩ_lại thêm 1 thừng bị noá_xẻ thịt 🤪_🤪 🤪,Other,Sadness
đi chơi xong về cũng buồn như chó cắn tiếp thôi,Sadness,Other
phí cái lol mày á,Anger,Disgust
đồng_nghiệp của tôi là ai 😑,Disgust,Other
"per nghe đồn mày yêu_mèo , mà sao mày không đáng yêu :))",Disgust,Enjoyment
"tình đến , rồi tình cũng điii 🙂_🙂 🙂",Sadness,Enjoyment
tình_yêu cha_mẹ dành cho con_cái là vô_điều_kiện . mình đã khóc,Sadness,Disgust
nhìn một cái rồi quay đi là thấy mãn_nguyện rồi .,Enjoyment,Other
ngày hôm ấy tuyệt_đẹp nhưng lại đượm một nỗi buồn ngày_mai thôi chg được gặp thầy_cô bb lũ chúng_tôi khép cánh cửa ấy lại nhìn lại toàn_bộ khung_cảnh ôi thân_thương biết_mấy cảnh_vật quen_thuộc sẽ không được trông thấy nữa,Sadness,Disgust
không biết nói sao ... nghiện chuẩn mẹ rồi ... crush ợ . mà nó nhẫn_tâm lắm hồi trước còn hay call video . từ hôm tao cạo trọc y_như là mất_tích luôn . chắc phải để tóc mọc lại tao mới dám gọi . 🤭,Enjoyment,Disgust
a ấy nói đúng vầy vừa nta_dọn cũng khổ_nta chứ . phục_vụ xog lại phải dọn nữa,Other,Enjoyment
cậu bạn mẫu_giáo năm ấy chép bài cho tao để tao khỏi bị thẻ tay giờ đang nơi đâu ? ? ?,Sadness,Other
bướng vừa vừa kiểu đáng yêu chứ mà lồng_lộn thì thôi làm bà nội chứ yêu đương_đéo gì,Disgust,Anger
sài gòn vẫn có cách sống rất nhân_văn .,Enjoyment,Other
tự_nhiên mình lại không muốn làm single_mum nữa - . -,Sadness,Other
do chính_sách quản_lý yếu_kém mới ra vậy đó,Disgust,Other
"vãi cả phí , có ... 81 tỷ_hoy 😓",Sadness,Enjoyment
nhìn phiêu thật chắc nhẹ mất mấy cân một bên tai 😂_😂 😂,Other,Enjoyment
có tiền mua cả cây nhỉ,Surprise,Other
cô ấy bảo : đời như lol 🙂,Disgust,Anger
nó mới ghé nhà tao đây :)),Enjoyment,Other
bất_ngờ vãi =)),Surprise,Enjoyment
ko 1 từ nào để diễn_tả bộ phim này ...,Enjoyment,Other
chết luôn .. tình_yêu không phân_biệt . giới_tính .._tình_yêu ơi là tình_yêu .. tao đau_khổ vì mày lắm rồi ...,Sadness,Disgust
khóc vãi 😭,Sadness,Disgust
nhìn bên dưới cầu bẩn_đéo chịu được . lỡ té xuống_nước thì tha_hồ mà tắm và hưởng_thụ sự trong_sạch đến mắc ói của nước và rác_thải .,Disgust,Anger
từ diễn_viên đến ekip đỉnh vãi coi không sót_giây nào,Enjoyment,Disgust
những cử_chỉ đẹp làm từ_thiện cho người nghèo hay thiếu đến lấy thừa đi đến cho,Enjoyment,Other
trẻ_con bao_giờ ga lăng_sớm thế nhỉ ? ! hồi mình bằng bọn này đuổi đánh nhau hỡi chết :))))),Surprise,Enjoyment
khoảng gần chục năm về trước thì còn vàng trắng ...._giờ thì bán còn không đủ không đủ để trả công nữa là,Sadness,Other
ê tao đi nhật chưa được 1 năm mà xem video này làm tao_loạn ngôn_ngữ ghê . thỉnh_thoảng phải dừng video ngẫm câu nó nói_nghĩa gì,Fear,Disgust
chạy ngay đi 😱_😱 😱 sợ quá .,Fear,Anger
xem_ra giá_cả và chất_lượng mà không oke thì không ổn ...,Other,Sadness
sao con này mồm nó cứ rộng toang toác ra như_thế nhỉ ?,Surprise,Disgust
lỗi tại thằng bán hàng,Other,Disgust
nhìn thôi cũng đau_lòng :)),Sadness,Other
vì tao hay bị chúng_nó chọc nên thấy buồn,Sadness,Other
tội còn nặng hơn cả khẩu_nghiệp nữa 😌_😌 😌,Disgust,Sadness
"ngày em đến anh mất_ngủ suốt mấy đêm vì vui_sướng , ngày em nói dừng lại nước_mắt anh rơi trên đường chạy về nhà",Sadness,Disgust
thái_bình nắng to rồi,Other,Disgust
per tụi bây có thấy nó vô_lí vlonee hôngg 🙂,Disgust,Enjoyment
sang năm nữa vác giường ra mà nhìn,Other,Disgust
"cảm_ơn cha_mẹ đã cho mình hình_hài này , xin được khôn_ngoan để đừng làm đau người khác",Enjoyment,Disgust
"đúng vô_cùng , không cần biết làm mệt_việc nhiều lương thấp ra sao , làm ở 1 nơi đồng_nghiệp như những ngừoi chị trong gia_đình , đi làm mà cảm_giác thoải_mái vui_vẻ như ở nhà . nơi có_thể ở 9 tiếng 1 ngày",Enjoyment,Disgust
"khiếu_nại cái gì khi cả bọn nó bao_che cho nhau làm lớn thì sợ ảnh_hưởng tới_bộ giáo_dục cho lên chúng sẽ ? ,",Anger,Disgust
ngu hết phần thiên_hạ,Disgust,Other
trẻ ăn cơm mốc thì thầy_cô mới có phơ ăn .,Disgust,Anger
"per trừ điểm , trừ điểm",Sadness,Other
nhốt hết mấy thành_phần hát karaoke đấy vào sọt đi trời,Anger,Other
"chắc ông chồng hạnh_phúc lắm khi sống chung với người vợ như_vậy , những đứa con chắc cũng yêu mẹ họ lắm ! mà thặc ra là giống với mẹ tớ lắm kkk",Enjoyment,Disgust
chủ_tịch đi nặn mụn ở tai và cái kết khóc thét,Sadness,Other
chờ tý tao đi thay bỉm_xíu tao quay lại .,Fear,Disgust
chắc phải 6 năm chưa nấu kiểu này rồi trước nấu hôm đầu cơm_dẻo ai cũng khen ngon,Enjoyment,Disgust
đầu_óc đến giờ vẫn còn nặng và đang né_tránh mọi người .,Fear,Sadness
đụ má nó quá đáng,Anger,Enjoyment
làm như đứa con gái nào cũng ham tiền . gái tốt_thíu gì,Disgust,Other
quen với quên rồi thì hết đau thôi mà,Sadness,Other
khi mày tắt điện_thoại một buổi sáng và tao nhảy_tưng tưng lên :),Other,Enjoyment
"mình sợ nhất đến bữa ăn mà bố mình vác cái thớt vào mâm cơm , bố mình biết mình sợ vậy nên mọi chiện giải_quyết sau khi ăn cơm xong ,",Sadness,Anger
ai cho xin bài nhạc helo đi :)),Other,Enjoyment
sẽ gây sự chú_ý . cố_tình xuất_hiện trước mặt nhưng giả_vờ như không quan_tâm 😚,Other,Enjoyment
ác đến vậy là cùng,Disgust,Other
nhiều tiền để làm_gì ..... đạo_đức xã_hội thế_này thì đi học đâm_chém chứ học chữ làm gì nữa 😢,Disgust,Enjoyment
không hiểu sao xem đi xem_lại bao_nhiêu lần vẫn khóc được,Sadness,Enjoyment
đm mùi thế :))),Disgust,Enjoyment
anh có tin em giận lại anh không ?,Enjoyment,Other
các cô không chịu mở_lòng thì sao chúng_tôi lấy được ? ? ? ? ?_hả các cô gái,Disgust,Other
tao thấy nhảm quá,Disgust,Enjoyment
không có bạn trai ... thì giận ai 😑 😑,Sadness,Other
bị rồi nè :))) mua 6 ly_rớt hết 4 ly,Other,Enjoyment
per_thể_loại tao thích nè nhưng mày đi coi với tao nha không tao khóc thét_rạp,Fear,Other
bà mẹ nó giật_mình,Fear,Other
đoạn phim thôi mà ý_nghĩa thế,Surprise,Other
đã bị đuổi 1 lần . đéo lgi cũng bị dí,Anger,Disgust
còn không ngồi xuống dọn phụ em nó mà ngồi bấm điện_thoại,Anger,Disgust
nó còn kể với bạn nó .. bạn nó cũng là bạn mình,Disgust,Sadness
lỗi là do phụ_huynh . nên đừng gây áp_lực cho mấy em trẻ,Disgust,Other
hay . đỡ mệt,Enjoyment,Other
cảm_giác vừa uống cà_phê vừa hát mỗi ngày bình_an lắm,Enjoyment,Disgust
khóc muốn rơi cả mắt,Sadness,Disgust
per phá_gia chi_tử chính nó ? ? ? ?,Anger,Other
vẫn ế bền_vững,Sadness,Other
ngày_xưa mừn cũng hay thế lắm .,Enjoyment,Other
sao mình lại không xem được vậy admin 😭,Sadness,Other
sởn gai_ốc với chị ấy,Fear,Disgust
tao biết là có ý tốt gởi thông_điệp ý_nghĩa nhưng nhìn cứ sợ sợ lại còn sấm_chớp : <,Fear,Disgust
đậu_phộng hahhahah may hềy,Enjoyment,Other
tự_dưng cay mẹ mắt,Sadness,Disgust
nhìn mẫu này lạ_mắt mà đẹp quá,Surprise,Enjoyment
đái mẹ ra quần ? ?,Fear,Disgust
gia_đình có nhưng tình_yêu không thì sao,Sadness,Other
"ra chỗ sóng không táp vào mà ghi , xem mà ức_chế vãi :))",Anger,Disgust
con gái hiện_giờ .. nấu kiểu này thì thôi xong ... cháy luôn cả nhà 😂,Other,Enjoyment
"1 cái mồm phải nhét vào não 40 đứa gần như thiểu_năng cũng đủ chết rồi . nếu tôi là cô ấy , tôi tát cho không trượt phát nào",Anger,Sadness
đeo hiểu sao muôn_lây chồng tây để sem chúng_nó nhậu_nhẹt nói_chuyện có khác mấy thằng việt_nam hãm lồn không,Disgust,Anger
dài quá vướn_víu,Other,Enjoyment
"băng băng cái lol , chưa đóng vào mặt nhau là may rồi",Anger,Disgust
sớm muộn_củng chết_đuối à ; ) ) ),Other,Disgust
tiền nhiều để làm_gì ? để rồi lại chia ly,Sadness,Other
lâu rất lâu mới gặp được lần rồi liết_mắt nhìn cái :)))) chưa thấy nó cười,Sadness,Enjoyment
đây là lần cuối_cùng các bạn nhìn thấy anh ấy : d,Sadness,Other
ô ông này vẫn còn làm video à : v,Surprise,Other
đai giảm tốc_độ kiểu ấy mà gặp mấy bà đang đau_đẻ là xác_định đẻ trên xe hay ở nhà đi rồi hẳn đem lên bệnh_viện 😂_😂 😂,Disgust,Enjoyment
"per_thể_loại mới nè , có_vẻ phê",Enjoyment,Other
chọn cây đẹp đẹp rồi để các bạn trẻ đổ_xô đến vì hiếu_kỳ lại gây tắc đường à dume,Disgust,Enjoyment
cái thứ gì đâu không 😈,Disgust,Other
mấy vụ giết người chặt xác gần đây ở việt_nam toàn là người hiền_lành 🤔_🤔 🤔,Other,Disgust
"đó là kiểu người thích cuộc_sống về đêm và ghét_sự thay_đổi , về mọi thứ !",Other,Enjoyment
"đếu_thể đỡ được "" tiền_mừng , tiền mừng "" hahaha",Enjoyment,Other
"rất thích g7 hồi từ 2012 trở_lại , có_lẽ sẽ uống lại trung_nguyên :)",Enjoyment,Disgust
"bạn_bè thì nó hỏi_han , hay nhắn_tin thôi .. hồi trước hay ảo_tưởng lắm , nhưng giờ lớn nên hết trẻ trâu rồi 🤣",Other,Disgust
"thời_buổi bây_chừ chuyện gì cũng có_thể xảy ra , vậy nên thôi_trất , đừng nên tin ai",Fear,Other
và hơn hết là tụi nó không còn coi mình là con gái nữa,Sadness,Other
nguy_hiểm lắm,Fear,Enjoyment
mày nghĩ mày cản được tao à ? :)),Other,Disgust
1 thời gắn_bó với nó . nhớ lại ngày_xưa cực_khổ,Sadness,Other
thế mà cũng bắt được siêu_vãi,Surprise,Disgust
mẹ còn không trị được thì ai trị 😌,Other,Sadness
chỉ thấy mất dạy,Disgust,Other
tối mà tắt đèn gặp_mặt nó với cặp mắt nó là tao còn sợ hơn thấy ma,Fear,Enjoyment
tao đéo ngờ được đây là trường tao :)))),Surprise,Enjoyment
tao cũng có ghệ và tao cũng dị_ứng mấy trường_hợp mắc mệt giống vậy,Disgust,Other
per thuê kiểm_kê tài_sản do tòa_án làm_bạn ơi . 😂 cả 1 nùi người làm cật_lực đấy .,Other,Disgust
trải qua một cuộc bể_dâu . những điều trông thấy mà đau_đớn lòng,Sadness,Disgust
ủa là đụme video hài hay deep vậy . chớ tao thấy buồn cười_vãi vì nhây đéo_tả được :))),Enjoyment,Anger
thề nhìn họ hôn nhau thôi mà nổi hết gai_ốc . chưa dám nghĩ tới xxx . chắc_thốn lắm . lạnh sống_lưng thật .,Fear,Disgust
"chuẩn . tao mà chơi hoặc làm_việc cùng bọn con gái tính công_chúa một thời_gian thì tao ngày nào cũng sờ_troét , sau đó bị trầm_cảm .",Fear,Disgust
nó mà là đặc_vụ thật thì lại ngớ người 😂,Other,Enjoyment
mệt như chó : 3 nhưng_mà hoan_hỉ đầu năm đi xin lộc : v,Enjoyment,Other
"chúng_nó xạo lol vậy thôi chứ lên đại_học chúng_nó dập nhau như gà , đấy là tao nghe bọn nó nói thế chứ có học đại_học đéo đâu mà biết 😕",Disgust,Anger
per sự thích thể_hiện của các bạn mà bóng_đá per tốn một món tiền không nhỏ ! 😩_🙏 🤕,Sadness,Enjoyment
việc nhỏ như_vậy mà hai con này hàng sử thiếu văn_hóa quá quá,Disgust,Enjoyment
đúng là mỹ nhanh gọn dứt_khoát,Enjoyment,Disgust
bà này khác gì lũ đa_cấp đi lừa_đảo đâu sao không cho vô tù,Anger,Other
"vãi cả ngứa mắt :)) . lập_luận rất là có cái "" lí "" luôn . đấy , ngứa_mắt là sai cả lí rồi nhé mấy ông đỗ xe =)))",Disgust,Enjoyment
ae phục_vụ ngày_xưa của mình đâu rồi . sao thấy thương_bạn này,Sadness,Disgust
vẻ đẹp_phi giới_tính luôn,Surprise,Enjoyment
con_bé cưng gì đâu . vk ơi anh muốn có cục bảo_bối như_vậy per,Enjoyment,Disgust
huhu lần trước đi chụp răng . thằng kĩ_thuật viện cho bạn vào cái máy to_đùng xong nó bảo ngồi im . nó bật máy xong chạy ra ngoài đóng_cửa với tốc_độ ánh_sáng .,Sadness,Disgust
có duyên nhưng không có phận ... người ở lại vẫn luôn là người đau nhất !,Sadness,Enjoyment
giống chó này hình_như không có lông ạ ? ? chó nhà em lông rụng đầy nhà .. huhu,Sadness,Disgust
đọc có chỗ vô_lí vãi,Other,Enjoyment
huhu xem mà muốn khóc vãi,Sadness,Disgust
điều quan_trọng ở đây là mày cần sạc điện_thoại kìa,Other,Enjoyment
đôi_khi đi tù chỉ để thỏa mãi thú_vui,Enjoyment,Other
per không bao_giờ quên được hihi,Enjoyment,Other
kết_thúc 3 năm cấp 3 là khoảng tg đẹp nhất nhưng nó cho ta nhiều kỷ_niệm đầy tiếc_nuối 🤔,Sadness,Other
tới luôn em ơi .,Other,Enjoyment
mạng lag chưa xem được nhưng vẫn vào bình_luận 😍 😍,Other,Enjoyment
thế đéo nào lại ra được nhỉ ? ?,Surprise,Disgust
huhu đéo muốn đi học đâu,Sadness,Anger
per muốn coi cái khúc vẩy xong rồi dừng lại làm_sao ấy . kkkkk,Enjoyment,Other
trên quê tôi . trc nói trong vòng 6 đến 7 năm sẽ cho hưởng cổ_tức . vậy_mà đến giờ đã hơn 10 năm vẫn chưa được hưởng 1 xu nào . cao_su trồng thì chết lên chết xuống . giờ cũng chưa thấy cạo mủ . mất bao_nhiêu đất rừng của dân . hôm nào mời vtv24 làm 1 chuyến lên quê tôi . sẽ biết thế_nào ?,Anger,Disgust
chân_thành và giản_dị . con yêu_mến tình_cảm của 2 cụ,Enjoyment,Other
"cổ_nhân có câu : thương cho roi , cho vọt - ghét cho ngọt cho bùi . muốn con trở_thành người tốt , nhưng gv nghiêm_khắc thì lại phản_đối . thật không_thể hiểu nổi .",Anger,Disgust
"chúng_mày nhìn , tao nuốt cũng không xuống nổi , ông địa",Fear,Disgust
má thằng phi đen có gấu ngon_phết ... vậy mà nó nở_lòng bỏ con ta chạy trước ... tao đéo bít bao_công mà lấy bạch_tuyến đẻ ra cái gióng gì nửa ...,Disgust,Anger
giống chuyện của chúng_mình quá . chả biết sẽ cùng anh đi bao xa ... nhưng hạnh_phúc khi có anh luôn bên cạnh ? ?,Enjoyment,Other
cảnh thì dõ đẹp mà nhìn nước ô_nhiễm quá,Disgust,Enjoyment
đứa nào tin là đơn_giản thế ra đây tao tát cho vài cái cho tỉnh :),Anger,Other
mình thì # mình chỉ mong chồng tốt thương_yêu vợ_con gia_đình ! gia_đình lúc_nào cũng vui_vẻ hạnh_phúc thì ngày nào cũng là ngày ( tình_yêu ),Enjoyment,Disgust
mai anh gọi tôi dậy đi :)),Other,Enjoyment
đây là kiểu tự tay bóp dái nè,Other,Disgust
bây_giờ gọi hành_hiếmkkk,Enjoyment,Disgust
per bố ơi bảo con rể làm thế đii : >,Other,Sadness
"hỏi thì hỏi cho khôn , hỏi mà như_vả thẳng vào mặt người ta :))",Anger,Disgust
