Câu văn thực tế,Nhãn thực tế,Nhãn dự đoán
trả lại tuổi_thơ cho tao 😆,Other,Enjoyment
chỉ có những người sợ bạn giận bạn buồn thì giận lại mới có hiệu_nghiệm thôi,Other,Sadness
không pha ̉ i ki ̀ thi ̣ ma ̀ gơ ́ mày vãi,Disgust,Enjoyment
cứ tưởng tao đùa à . hmm,Disgust,Other
chỉ là muốn thôi . chứ chờ_đợi không biết thời_điểm nào thì cái sự mong_muốn đó mới tới,Other,Sadness
úi giời khiếp quá ! ! ! !,Fear,Enjoyment
hmm hãy tưởng_tượng nó là một chú gián xink xắm xoè cánh thiên_thần bay đến ... 😞,Enjoyment,Disgust
dm đang yên đang lành tự_dưng bị nhét cẩu lương 😡 😡,Anger,Disgust
nguy_hiểm_vãi chưởng luôn ý,Fear,Enjoyment
nỗi đau ấy ai thấy giúp tôi,Sadness,Other
thương anh bạn kia quá .,Enjoyment,Other
người_ngoài hành_tinh nói tiếng anh ? ? ? ? ? nà ní ? ? ? ? ?,Surprise,Enjoyment
câu_chuyện của em làm anh cảm_động quá …,Sadness,Enjoyment
sao nỡ lòng nào khiển_trách bác ấy . còn họp kiểm_điểm nữa . tội quá .,Sadness,Enjoyment
t xem phim này cứ thích bà ma_nhập vào thôi chứ bình_thường yếu đúi nhạt tao không thích,Disgust,Sadness
cứu em nó với,Sadness,Other
tiểu_học thì sổ đầu_bài đâu ra vại mấy bác,Other,Disgust
không ai cho không ai cái gì . đừng nghĩ rằng cho đi sẽ nhận lại được điều tốt_đẹp,Disgust,Enjoyment
má tự_dưng bị đánh vào đầu : (,Anger,Sadness
3 giờ sáng nằm xem xong khóc miên_man 😢 😢,Sadness,Enjoyment
còn nhiều người khổ hơn mình : ) ),Other,Enjoyment
ngày nào cũng vậy . có bỏ lỡ ngày nào đâu mà 🤣 🤣,Other,Enjoyment
cẩn_thận quá cô ơi,Other,Enjoyment
dùng cây sắt rùi làm lại đi . mình mún xem típ : 3,Enjoyment,Disgust
nghe bài này nhớ nyc vãi,Sadness,Enjoyment
chỉ cần nghĩ tới cảnh đó là máu kinh sôi trào như núi_lửa 😂 😂 😂,Anger,Enjoyment
vừa xung_điện_tim xong ra ngoài bác_sĩ lắc_đầu = ) ) cả nhà tao đưa bác_sĩ vô nằm kế tao,Other,Enjoyment
có tiến_bộ ! kkk,Enjoyment,Other
t đã soi gương suốt ngày chỉ để gặp crush và ngắm nụ cười_tỏa nắng của nó,Enjoyment,Disgust
cho em xin tên facebook của c trong video để khi buồn em có thứ mua_vui ạ . cám_ơn mọi người,Enjoyment,Disgust
lương cũng sắp về rồi 😉,Enjoyment,Other
anh chơi ác quá,Disgust,Other
"muôn_đời không khá được vì cái thói tham vặt , tham_lam vô đáy việt nam ạ",Disgust,Enjoyment
tao ấn_tượng anh đầm hường ghê_😂,Enjoyment,Other
hihi : chúc_mừng đại kỷ_nguyên có lắm người_yêu,Enjoyment,Disgust
liên_quan à . cr mày đéo thương mày đâu . nó có crush mới_rồi . 🙂,Sadness,Disgust
công_nhận chữ đẹp . 🤧,Enjoyment,Other
cảnh này gặp cũng nhiều rồi . dọn thấy mẹ luôn mà vẫn không sạch được . tức ghê . ức_chế lắm . 1 lần thì không sao mà cả chục lần như_vậy,Anger,Sadness
nếu người_ta sai thì gọi công_an xử_lý còn không thì bạn không có quyền nhé,Disgust,Sadness
đề_nghị admin xóa_bài đi ạ . chứ bố_mẹ em sắp đi chợ về rồi ạ : ( ( (,Fear,Sadness
tội cho cô gái ; ( (,Sadness,Enjoyment
là đứa quay video,Other,Enjoyment
"con đĩ mèo mất_dạy ! gặp tao tao đá cái mày , dám đánh con thỏ của tao , bởi tao ghét vxl",Anger,Disgust
ngôn tình đầy_rẫy là một cô gái sao em lại bỏ_qua bao_nhiêu mơ_mộng,Enjoyment,Other
thứ thiếu ý_thức ... nhưng lên mạng thì dạy người khác,Disgust,Other
chồng tao mà nói thế tao lại vả vỡ con_mẹ nó mồm : ) ),Anger,Enjoyment
mình cũng một thời gắn_bó với nó,Enjoyment,Other
": ) ) đang ăn mỳ , không có trứng nhạt lắm , có rụnng thì xin vài quả !",Enjoyment,Disgust
per nhìn đẹp thiệt mày,Enjoyment,Other
làm_sao mặc áo được ta 😂 😂,Surprise,Enjoyment
rất tiếc cho 1 bài quyền,Sadness,Other
mấy ai hiểu được ý_nghĩa mà cứ chửi như đúng rồi : ) ) ) ),Anger,Enjoyment
chưa khi mô biết cảm_giác đi nhởi trung_thu với người_yêu như răng,Sadness,Enjoyment
không phải ai cũng vậy nên đừng thấy mập rồi tưởng mình hát hay 😌,Disgust,Other
ước gì tôi cũng được kiên_trì như anh ấy để dạy con gào mất_nết nhà tôi 😪,Sadness,Disgust
per dume đái trong quần,Fear,Other
"ngta có câu nhất cự_li nhì tốc_độ , mày phải ghi xát dô , ghi nhanh nhanh nữa , ...",Other,Enjoyment
điềm báo gì đây,Fear,Other
"vẫn là thụ_động , làm_sao phải chặn_đứng hiện_tượng rải đinh .",Other,Sadness
chia buồn cùng người dân và đất_nước pháp,Sadness,Other
ở free được lun hả 😮,Surprise,Other
là đi phát tờ_rơi ngay mấy ngã tư và cổng trường đại_học ! được 200k về mua skin yasuo siêu phẩm 2016,Enjoyment,Disgust
"má , sờ mông có cái mà táng bố . . ? ?",Anger,Sadness
"ghê_tởm , ông thầy đó 🙄",Disgust,Other
cho chết,Anger,Enjoyment
thế_mà cô yến bị phạt có 5 triệu : v,Disgust,Sadness
"chỉ có bọn nông_dân mới nghĩ ra mấy trò này , phải con_cháu nhà tao thì tao đến từng nhà 1 bắt từng thằng ăn cứt",Anger,Sadness
ụa cho fa đọc chi rựa huhu,Sadness,Enjoyment
😂 😂 😂 nhìn và đợi chúng_nó chia_tay,Other,Enjoyment
xem video không buồn_cười lắm vì chửi thề quá_xá . . cơ_mà đọc bình_luận của các bạn cười đã luôn . kkkkk,Enjoyment,Disgust
rất giỏi,Surprise,Enjoyment
thằng này con nhà cán_bộ hay sao mà rớ con nhỏ này mà vẫn chưa đi tù ? ? ? ?,Disgust,Sadness
hồi nhỏ cứ đi qua chỗ nào mà nhìn từ xa thấy bóng_dáng mấy con đuỹ này là chuẩn_bị tinh_thần chạy chứ nó dí sấp_mặt luôn dù mình đéo làm gì nó hết 😂 vừa dí vừa ngoác mỏ hét sợ vãi ra,Fear,Disgust
anh tây nói tiếng việt giỏi thiệt .,Surprise,Other
per xem đi mày sẽ sướng thi nhìn con nhện bị giết 😂,Enjoyment,Sadness
tao nghi chị xác_chết với chị bác_sĩ pháp_y đó yêu nhau quá chúng_mày : ) ),Other,Sadness
còn tao thì 14 / 2 này trở đi tao không còn fa nữa mà chuyển sang những người già neo_đơn . . kkk,Enjoyment,Disgust
ngày_xưa đi học văn và toán chắc noa dưới trung_bình hết,Disgust,Sadness
per vẽ ổ điện bá vãi em ạ 😂,Surprise,Enjoyment
lớp xuất_hiện thứ âm_binh,Disgust,Enjoyment
"t_thề mỗi lần dọn phòng sn này thì banh kem , pháo kim_tuyến . đủ các thứ . khóc mà bụt nó đéo lên",Sadness,Disgust
tình_yêu là lời nói_dối của 1 thằng khùng được tin bởi 1 con ngu 🤣 🤣,Disgust,Enjoyment
động_lực của phan con_gái,Enjoyment,Other
bao năm ăn_học ở trg mà các vị làm vài vụ như thế_nào 1 năm thì lại vui quá . vks ạ,Other,Disgust
đứng trụ điện mới_lạ chứ,Surprise,Enjoyment
chuẩn đét . t nghỉ công_ty cũ cũng vì đồng_nghiệp 😭 😭 😭,Sadness,Enjoyment
ông anh đỗ xe cũng vô_duyên mà chị chủ thớt bán hàng online cũng chẳng kém duyên,Disgust,Sadness
nửa_đêm rồi đứng hò_hét vậy_mà không bị chửi là sao ta,Disgust,Sadness
"hai con ma_đấu đầu , con mũ đen ăn toàn cứt nên đanh hơn ?",Other,Disgust
per móc lên tới não : ) ),Fear,Enjoyment
phim ấn độ duy_nhất tao xem mà không cảm_thấy vật_lý logic quá khó hiểu dù thật_ra trong phim này nhiều kiến_thức hại não thật ; ) ),Enjoyment,Disgust
họp lớp cấp 2 đi được 2 lần . cấp 3 năm trước năm nay thôi nhưng đéo 🙂,Disgust,Other
"tao thì trông nó truyền điện chết mẹ đi , loại này sống nguy_hiểm cho xã_hội",Disgust,Other
giọng không nhìn màn_hình tao tưởng là ông bà_già nào trên 60 tuổi đang nói á .,Other,Sadness
không muốn yêu ai cả,Fear,Other
con ngu dù bố_mẹ có là người như thế_nào đi chăng_nữa thì cũng là người đẻ ra mày nuôi chúng_mày lớn_khôn_lớn lên không báo_hiếu được gì lại còn sủa bậy,Anger,Disgust
"hút điếu cần xong nhìn nó ăn mà muốn phá cái tủ_lạnh vô_dụng của nhà mình quá , đéo đủ sức đựng thịt bò toàn rau .",Sadness,Disgust
mong ông_bà được nhiu sức_khỏe,Enjoyment,Sadness
"quần_áo với xe_thế kia là biết gia_đình điều_kiện tnao rồi 😂 anw , mong ông_bà luôn khỏe_mạnh , vui_vẻ < 3",Enjoyment,Disgust
"đi hát_văn_nghệ cho trường nguyên cấp 1 , kiếm được kha_khá . cấp 2 vỡ_giọng , khỏi hát 🤣",Enjoyment,Disgust
"tui thi ́ ch va ̉ i lă ́ mày ma ̀ ăn nhỉ ̀ u no ́ người lă ́ mày mọi người anh ̣ , bi ̣ lơ ̉ miê ̣ người",Sadness,Disgust
"chuẩn luôn , áp_lực công_việc cũng không bằng mối quan_hệ với đồng_nghiệp",Enjoyment,Other
dume đọc bình_luận bực giùm chủ thớt : ) ) ),Anger,Enjoyment
chuẩn luôn khi ở công tình_yêu toàn là các anh_chị_em đồng_nghiệp tốt he he,Enjoyment,Sadness
haizzzz đó là 1 câu_chuyện khá bùn,Sadness,Other
thua cả người_ta 😞,Sadness,Enjoyment
per huhu trời ơiii,Sadness,Other
bọn trẻ_trung quốc thời nay ăn gì mà cao_thế nhỉ,Surprise,Enjoyment
chờ mãi đéo thấy làm gì chán,Anger,Other
tao có hiểu đéo gì đau,Sadness,Enjoyment
"có những con_người luôn phải chịu đắng_cay , cta không được chọn gia_đình , bạn_bè và càng không có quyền lựa_chọn cuộc_sống này . hãy vui lên với tất_cả những gì ta đang có dù là hai bàn_tay_trắng",Sadness,Disgust
"học luật chưa mà nhắc sai về lí ? : 3 , có cái nhà đấy là đường của nhà ông à : ) )",Disgust,Enjoyment
k bă ̀ người 1 con cho ́ anh = ) ) ) ) ),Disgust,Enjoyment
con đường này chắc dành cho mấy người như tôi,Enjoyment,Other
đôi mắt đằm_thắm vãi,Surprise,Enjoyment
per năm nay 2 đứa quyết_định ngồi hay đứng kkk,Enjoyment,Other
"còn những người bình_thường rất dữ , thật_ra họ hiền lắm , nội_tâm lắm",Other,Enjoyment
móng của bố tao . hồi trước và bây_giờ đã cắt vì lý_do . sức_khoẻ .,Sadness,Disgust
sao mày không nghĩ_lại thêm 1 thừng bị noá xẻ thịt 🤪 🤪 🤪,Other,Enjoyment
"mặt mất_dạy nhỉ , câng câng luôn",Disgust,Enjoyment
"chỉ cần đó là việc mình thích , không làm_phiền ai là được",Other,Sadness
nấu có cháy mới ngon : ) ) còn nước cơm hoà với đường thì toẹt vời,Enjoyment,Sadness
phí cái lol mày á,Anger,Enjoyment
hỏi nhây khiếp,Disgust,Enjoyment
đồng_nghiệp của tôi là ai 😑,Disgust,Enjoyment
"per nghe đồn mày yêu mèo , mà sao mày không đáng yêu : ) )",Disgust,Enjoyment
"tình đến , rồi tình cũng điii 🙂 🙂 🙂",Sadness,Enjoyment
nhìn một cái rồi quay đi là thấy mãn_nguyện rồi .,Enjoyment,Other
ngày hôm ấy tuyệt đẹp nhưng lại đượm một nỗi buồn ngày_mai thôi chg được gặp thầy cô bb lũ chúng_tôi khép cánh cửa ấy lại nhìn lại toàn_bộ khung_cảnh ôi thân_thương biết_mấy cảnh_vật quen_thuộc sẽ không được trông thấy nữa,Sadness,Disgust
không biết nói sao ... nghiện chuẩn mẹ rồi ... crush ợ . mà nó nhẫn_tâm lắm hồi trước còn hay call video . từ hôm tao cạo trọc y_như là mất_tích luôn . chắc phải để tóc mọc lại tao mới dám gọi . 🤭,Enjoyment,Disgust
đã xem 2 lần bộ phim này 😁,Enjoyment,Other
per kìa 3 chị_em vào mà hốt hàng về đi chứ hâha,Enjoyment,Disgust
dume thằng quay_phim khốn_nạn . biết mà đéo bảo người_ta đánh xe ra,Anger,Disgust
a ấy nói đúng vầy vừa nta dọn cũng khổ nta chứ . phục_vụ xog lại phải dọn nữa,Other,Disgust
"họ sáng_tạo , cải_chế cho đời thêm xanh thì bảo họ luồn_cúi .",Disgust,Sadness
phải giăt ba tay luôn hả,Surprise,Enjoyment
sài_gòn vẫn có cách sống rất nhân_văn .,Enjoyment,Other
hiểu lầm chút chút,Other,Enjoyment
điều hối_tiếc nhất cấp 3 là chưa kí lên áo của nhau 😢,Sadness,Other
do chính_sách quản_lý yếu_kém mới ra vậy đó,Disgust,Other
"vãi cả phí , có ... 81 tỷ hoy 😓",Sadness,Enjoyment
nhìn phiêu thật chắc nhẹ mất mấy cân một bên tai 😂 😂 😂,Other,Enjoyment
có tiền mua cả cây nhỉ,Surprise,Other
cô ấy bảo : đời như lol 🙂,Disgust,Other
bất_ngờ vãi = ) ),Surprise,Enjoyment
ko 1 từ nào để diễn_tả bộ phim này ...,Enjoyment,Other
bị tát lần đầu có_thể sẽ hơi sốc một_chút nhưng bị nhiều lần rồi sẽ quen ngay ấy mà 😂,Enjoyment,Sadness
khóc vãi 😭,Sadness,Enjoyment
nhìn mặt con mèo là thấy ghét rồi,Disgust,Other
từ diễn_viên đến ekip đỉnh vãi coi không sót giây nào,Enjoyment,Sadness
những cử_chỉ đẹp làm từ_thiện cho người nghèo hay thiếu đến lấy thừa đi đến cho,Enjoyment,Sadness
trẻ_con bao_giờ ga_lăng sớm thế nhỉ ? ! hồi mình bằng bọn này đuổi đánh nhau hỡi chết : ) ) ) ) ),Surprise,Disgust
per tao được làm fan cứng giống mày rồi 🤣,Enjoyment,Other
ê tao đi nhật chưa được 1 năm mà xem video này làm tao_loạn_ngôn_ngữ ghê . thỉnh_thoảng phải dừng video ngẫm câu nó nói nghĩa gì,Fear,Disgust
"bọn phục_vụ nhà_bếp toàn là chó , chó mới ăn thịt thúi bẩn như_vậy .",Disgust,Enjoyment
ý_thức quá kém .,Disgust,Enjoyment
per lần sau hãy hưởng_ứng câu_chuyện của tao như này này,Other,Sadness
chạy ngay đi 😱 😱 😱 sợ quá .,Fear,Sadness
tìm đối_tác 😔,Enjoyment,Other
xem_ra giá_cả và chất_lượng mà không oke thì không ổn ...,Other,Sadness
"quán này chắc không đông , đang ăn mà thấy có mà ói",Disgust,Sadness
sao con này mồm nó cứ rộng toang_toác ra như thế nhỉ ?,Surprise,Sadness
nhìn thôi cũng đau_lòng : ) ),Sadness,Enjoyment
tội còn nặng hơn cả khẩu nghiệp nữa 😌 😌 😌,Disgust,Enjoyment
thái_bình nắng to rồi,Other,Enjoyment
per tụi bây có thấy nó vô_lí vlonee hôngg 🙂,Disgust,Other
hay lắm em êiiii,Enjoyment,Other
an_toàn cho mình chứ cho ai đâu mà cứ thích kiểu trốn_tránh ấy nhỉ . .,Other,Sadness
tao ngồi tao khóc 1 buổi ☹ ️,Sadness,Enjoyment
sang năm nữa vác giường ra mà nhìn,Other,Disgust
"đúng vô_cùng , không cần biết làm mệt việc nhiều lương thấp ra sao , làm ở 1 nơi đồng_nghiệp như những ngừoi chị trong gia_đình , đi làm mà cảm_giác thoải_mái vui_vẻ như ở nhà . nơi có_thể ở 9 tiếng 1 ngày",Enjoyment,Sadness
"khiếu_nại cái gì khi cả bọn nó bao_che cho nhau làm lớn thì sợ ảnh_hưởng tới bộ giáo_dục cho lên chúng sẽ ? ,",Anger,Disgust
ngu hết phần thiên_hạ,Disgust,Enjoyment
trẻ ăn cơm mốc thì thầy cô mới có phơ ăn .,Disgust,Sadness
"per trừ điểm , trừ điểm",Sadness,Enjoyment
nhốt hết mấy thành_phần hát karaoke đấy vào sọt đi trời,Anger,Other
không liên_quan nhưng sao mị thấy mông boss cong quá đi aaaa ~,Enjoyment,Sadness
per chúng_ta vẩn xài . kk,Enjoyment,Sadness
"chắc ông chồng hạnh_phúc lắm khi sống chung với người vợ như_vậy , những đứa con chắc cũng yêu mẹ họ lắm ! mà thặc ra là giống với mẹ tớ lắm kkk",Enjoyment,Disgust
chủ_tịch đi nặn mụn ở tai và cái kết khóc thét,Sadness,Enjoyment
chờ tý tao đi thay bỉm xíu tao quay lại .,Fear,Disgust
chắc phải 6 năm chưa nấu kiểu này rồi trước nấu hôm đầu cơm dẻo ai cũng khen ngon,Enjoyment,Sadness
đầu_óc đến giờ vẫn còn nặng và đang né_tránh mọi người .,Fear,Sadness
đụ má nó quá_đáng,Anger,Other
trông đen đen bẩn bẩn nhìn phát khiếp,Disgust,Enjoyment
làm như đứa con_gái nào cũng ham tiền . gái tốt thíu gì,Disgust,Other
tươi ngon sạch_sẽ thì đéo thích ăn . cứ thích ăn cút trâu cứt bò,Disgust,Enjoyment
hồi lúc nhà tao nuôi mấy con ngỗng . mỗi lần đi ngang nó là nó đòi dí cắn mà trong khi tao là người cho nó ăn . thứ ngu như bò 😤 😤,Anger,Disgust
quen với quên rồi thì hết đau thôi mà,Sadness,Other
"đang ỉa xem cười như_điên , kkk",Enjoyment,Other
nhìn dáng đi mà nhớ ông nội 😞,Sadness,Other
"mình sợ nhất đến bữa ăn mà bố mình vác cái thớt vào mâm cơm , bố mình biết mình sợ vậy nên mọi chiện giải_quyết sau khi ăn cơm xong ,",Sadness,Disgust
ai cho xin bài nhạc helo đi : ) ),Other,Enjoyment
sẽ gây_sự chú_ý . cố_tình xuất_hiện trước mặt nhưng giả_vờ như không quan_tâm 😚,Other,Sadness
ác đến vậy là cùng,Disgust,Other
nhiều tiền để làm gì ... . . đạo_đức xã_hội thế này thì đi học đâm_chém chứ học chữ làm gì nữa 😢,Disgust,Sadness
không hiểu sao xem đi xem_lại bao_nhiêu lần vẫn khóc được,Sadness,Disgust
đm mùi thế : ) ) ),Disgust,Enjoyment
anh có tin em giận lại anh không ?,Enjoyment,Other
các cô không chịu mở lòng thì sao chúng_tôi lấy được ? ? ? ? ? hả các cô gái,Disgust,Sadness
tao thấy nhảm quá,Disgust,Other
không có bạn trai ... thì giận ai 😑 😑,Sadness,Enjoyment
bị rồi nè : ) ) ) mua 6 ly rớt hết 4 ly,Other,Enjoyment
per thể_loại tao thích nè nhưng mày đi coi với tao nha không tao khóc thét rạp,Fear,Sadness
bà mẹ nó giật_mình,Fear,Other
đoạn phim thôi mà ý_nghĩa_thế,Surprise,Enjoyment
xem xong thấy buồn quá,Sadness,Other
đã bị đuổi 1 lần . đéo lgi cũng bị dí,Anger,Enjoyment
còn không ngồi xuống dọn phụ em nó mà ngồi bấm điện_thoại,Anger,Other
nó còn kể với bạn nó . . bạn nó cũng là bạn mình,Disgust,Sadness
lỗi là do phụ_huynh . nên đừng gây áp_lực cho mấy em trẻ,Disgust,Sadness
cảm_giác vừa uống cà_phê vừa hát mỗi ngày bình an lắm,Enjoyment,Sadness
khóc muốn rơi cả mắt,Sadness,Enjoyment
per phá gia chi_tử chính nó ? ? ? ?,Anger,Enjoyment
vẫn ế bền_vững,Sadness,Disgust
ngày_xưa mừn cũng hay thế lắm .,Enjoyment,Sadness
sởn gai_ốc với chị ấy,Fear,Other
tao biết là có ý tốt gởi thông_điệp ý_nghĩa nhưng nhìn cứ sợ sợ lại còn sấm chớp : <,Fear,Enjoyment
tự_dưng cay mẹ mắt,Sadness,Enjoyment
nhìn mẫu này lạ_mắt mà đẹp quá,Surprise,Enjoyment
đái mẹ ra quần ? ?,Fear,Other
gia_đình có nhưng tình_yêu không thì sao,Sadness,Other
"ra chỗ sóng không táp vào mà ghi , xem mà ức_chế vãi : ) )",Anger,Enjoyment
con_gái hiện_giờ . . nấu kiểu này thì thôi xong ... cháy luôn cả nhà 😂,Other,Enjoyment
"1 cái mồm phải nhét vào não 40 đứa gần như_thiểu_năng cũng đủ chết rồi . nếu tôi là cô ấy , tôi tát cho không trượt phát nào",Anger,Sadness
kinh_dị vãi,Disgust,Enjoyment
dài quá vướn_víu,Other,Enjoyment
"băng băng cái lol , chưa đóng vào mặt nhau là may rồi",Anger,Sadness
sớm_muộn củng chết_đuối à ; ) ) ),Other,Enjoyment
per má có điểm cho sướng vãi,Enjoyment,Other
những người có tài như này công_nhận giỏi,Enjoyment,Other
lâu rất lâu mới gặp được lần rồi liết mắt nhìn cái : ) ) ) ) chưa thấy nó cười,Sadness,Enjoyment
ấn_tượng vãi : v bàn_tay vàng trong làng vẩy khế : v,Enjoyment,Disgust
"má , chơi dị ai chơi lại , mấy ba",Disgust,Sadness
không đấm vào mặt là may rồi : ) ),Disgust,Enjoyment
ô ông này vẫn còn làm video à : v,Surprise,Other
đai giảm_tốc_độ kiểu ấy mà gặp mấy bà đang đau đẻ là xác_định đẻ trên xe hay ở nhà đi rồi hẳn đem lên bệnh_viện 😂 😂 😂,Disgust,Enjoyment
nhìn ghê vãi . ai nuôi mà ác_thế,Disgust,Enjoyment
"bài nhạc đầu_tiên là nhạc phim gì nhỉ ? mình quên tên phim rồi , xin hỏi có ai biết không ạ",Other,Sadness
đồng nai mùa chim nướng yên xe kaka,Enjoyment,Disgust
lợi_ích của việc không nghe lời vợ ? ?,Other,Sadness
cái thứ gì đâu không 😈,Disgust,Other
per chị ơi còn học được cả tiếng anh nữa luôn này : v hịn quá,Enjoyment,Sadness
mấy vụ giết người chặt xác gần đây ở việt nam toàn là người hiền_lành 🤔 🤔 🤔,Other,Enjoyment
thôi thì giả_tạo đến phút chót cho tròn chữ hãm lồn,Disgust,Enjoyment
"đó là kiểu người thích cuộc_sống về đêm và ghét sự thay_đổi , về mọi thứ !",Other,Sadness
"rất thích g7 hồi từ 2012 trở_lại , có_lẽ sẽ uống lại trung_nguyên : )",Enjoyment,Disgust
"t xin nhắc lại một lần nữa , đây là một câu_chuyện buồn nhé",Sadness,Other
"bạn_bè thì nó hỏi_han , hay nhắn_tin thôi . . hồi trước hay ảo_tưởng lắm , nhưng giờ lớn nên hết trẻ trâu rồi 🤣",Other,Disgust
smart phone thành cục gạch là có thật luôn hả ? ?,Surprise,Sadness
"thời_buổi bây_chừ chuyện gì cũng có_thể xảy ra , vậy nên thôi trất , đừng nên tin ai",Fear,Enjoyment
và hơn hết là tụi nó không còn coi mình là con_gái nữa,Sadness,Other
nguy_hiểm lắm,Fear,Other
mày nghĩ mày cản được tao à ? : ) ),Other,Enjoyment
1 thời gắn_bó với nó . nhớ lại ngày_xưa cực_khổ,Sadness,Other
ai_bảo đi mách_lẻo làm gì chúng_nó chả đánh cho .,Disgust,Sadness
thế_mà cũng bắt được siêu vãi,Surprise,Enjoyment
nên là có sắp chết tao cũng đéo kể cho ai nghe : ) ) ),Other,Enjoyment
mẹ còn không trị được thì ai trị 😌,Other,Sadness
chỉ thấy mất_dạy,Disgust,Other
tối mà tắt đèn gặp_mặt nó với cặp mắt nó là tao còn sợ hơn thấy ma,Fear,Sadness
vui quá ta ơi ... ...,Enjoyment,Other
tao đéo ngờ được đây là trường tao : ) ) ) ),Surprise,Enjoyment
tao cũng có ghệ và tao cũng dị_ứng mấy trường_hợp mắc mệt giống_vậy,Disgust,Other
cái đồng_hồ mọi người cho em hỏi giá bao_nhiêu ạ,Other,Sadness
per thuê kiểm_kê tài_sản do toà_án làm bạn ơi . 😂 cả 1 nùi người_làm cật_lực đấy .,Other,Disgust
lâu lắm rồi mới nge lại bài này ... vẫn thấy hay như ngày nào ...,Enjoyment,Sadness
trải qua một cuộc bể_dâu . những điều trông thấy mà đau_đớn lòng,Sadness,Other
biết_đâu mưa xuống ổng ấy lại hết ngáo ? ? ? ? ? ?,Other,Sadness
thử đụng vô tao coi dume mấy thằng lol cặn_bã,Anger,Disgust
ủa là đụme video hài hay deep vậy . chớ tao thấy buồn_cười vãi vì nhây đéo tả được : ) ) ),Enjoyment,Disgust
rụng tim 😭,Sadness,Enjoyment
cái này thì hôm nào nói_chuyện tao nói cho nghe ? ?,Other,Sadness
nó cười mà muốn rụng tim 😂 💔,Enjoyment,Disgust
cám_ơn các anh,Enjoyment,Other
thề nhìn họ hôn nhau thôi mà nổi hết gai_ốc . chưa dám nghĩ tới xxx . chắc thốn lắm . lạnh sống_lưng thật .,Fear,Disgust
"chuẩn . tao mà chơi hoặc làm_việc cùng bọn con_gái tính công_chúa một thời_gian thì tao ngày nào cũng sờ troét , sau đó bị trầm_cảm .",Fear,Disgust
"nó dựng lên nó quay đấy , nghe giọng thằng quay như giọng 2 con bede hôm bữa đánh nhau ở quán nước",Disgust,Sadness
nó mà là đặc_vụ thật thì lại ngớ người 😂,Other,Sadness
nếu diễn_viên chính trẻ hơn đẹp hơn đang yêuc hơn thì mình sẽ xem haizz,Other,Sadness
mệt như chó : 3 nhưng mà hoan_hỉ đầu năm đi xin lộc : v,Enjoyment,Sadness
per sự thích thể_hiện của các bạn mà bóng_đá per tốn một món tiền không nhỏ ! 😩 🙏 🤕,Sadness,Enjoyment
việc nhỏ như vậy_mà hai con này hàng sử thiếu văn_hóa quá quá,Disgust,Sadness
đúng là mỹ nhanh gọn dứt_khoát,Enjoyment,Other
bà này khác gì lũ đa_cấp đi lừa_đảo đâu sao không cho vô tù,Anger,Sadness
"hồi nhỏ chỉ khi nào mẹ làm bánh tai yến thì mới dùng tới bếp dầu_hôi này , không là bỏ tủ để_dành",Other,Disgust
vẻ đẹp phi_giới_tính luôn,Surprise,Enjoyment
nhớ lại kỷ_niệm này buồn quá,Sadness,Other
con bé cưng gì đâu . vk ơi anh muốn có cục bảo_bối như vậy per,Enjoyment,Disgust
78 thằng đéo có ý_thức,Disgust,Enjoyment
huhu lần trước đi chụp răng . thằng kĩ_thuật viện cho bạn vào cái máy to_đùng xong nó bảo ngồi im . nó bật máy xong chạy ra ngoài đóng_cửa với tốc_độ ánh_sáng .,Sadness,Disgust
nghe nói dạo này bạn dưỡng da để kiếm người_yêu per,Enjoyment,Sadness
giống chó này hình_như không có lông ạ ? ? chó nhà em lông rụng đầy nhà . . huhu,Sadness,Disgust
đọc có chỗ vô_lí vãi,Other,Enjoyment
đôi_khi đi tù chỉ để thoả mãi thú_vui,Enjoyment,Other
tao coi xong tao khóc .,Sadness,Enjoyment
per không bao_giờ quên được hihi,Enjoyment,Other
tới luôn em ơi .,Other,Enjoyment
hn đéo có đâu nhé . dăm_ba cái thứ y đg vớ_vẩn : ) ),Disgust,Enjoyment
mạng lag chưa xem được nhưng vẫn vào bình_luận 😍 😍,Other,Enjoyment
thế đéo nào lại ra được nhỉ ? ?,Surprise,Sadness
huhu đéo muốn đi học đâu,Sadness,Disgust
per muốn coi cái khúc vẩy xong rồi dừng lại làm_sao ấy . kkkkk,Enjoyment,Sadness
thả mẹ tay ra : vậy đằng nào em kia cũng không sống nổi 😅,Other,Sadness
"súc_vật , đề_nghị xứ án_treo cho bác per à mà treo_cổ nhé : )",Disgust,Enjoyment
trên quê tôi . trc nói trong vòng 6 đến 7 năm sẽ cho hưởng cổ_tức . vậy_mà đến giờ đã hơn 10 năm vẫn chưa được hưởng 1 xu nào . cao_su trồng thì chết lên chết xuống . giờ cũng chưa thấy cạo mủ . mất bao_nhiêu đất rừng của dân . hôm nào mời vtv24 làm 1 chuyến lên quê tôi . sẽ biết thế_nào ?,Anger,Disgust
chân_thành và giản_dị . con yêu_mến tình_cảm của 2 cụ,Enjoyment,Sadness
"cổ_nhân có câu : thương cho roi , cho vọt - ghét cho ngọt cho bùi . muốn con trở_thành người tốt , nhưng gv nghiêm_khắc thì lại phản_đối . thật không_thể hiểu nổi .",Anger,Disgust
